time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-05-12T09:55:27.941Z,18.6722,-106.2447,10,4.5,mb,94,145,4.841,0.79,us,us6000my1g,2024-05-12T10:35:22.040Z,"156 km WSW of Emiliano Zapata, Mexico",earthquake,10.76,1.948,0.036,228,reviewed,us,us
2024-05-12T09:03:48.317Z,-6.7289,71.9522,10,4.5,mb,21,136,0.841,0.42,us,us6000mz7q,2024-05-18T12:40:17.040Z,Chagos Archipelago region,earthquake,8.23,1.896,0.15,13,reviewed,us,us
2024-05-12T07:05:40.349Z,47.9935,153.2323,100.84,4.3,mb,37,137,5.858,0.9,us,us6000my16,2024-05-12T09:33:28.040Z,Kuril Islands,earthquake,12.24,8.119,0.101,28,reviewed,us,us
2024-05-12T07:01:40.520Z,35.962,-117.6581667,4.11,2.63,ml,30,89,0.01542,0.15,ci,ci40746272,2024-05-13T21:13:18.740Z,"22 km E of Little Lake, CA",earthquake,0.21,0.33,0.192,24,reviewed,ci,ci
2024-05-12T06:31:50.341Z,-28.3573,-179.7431,419.226,4.8,mb,49,61,1.821,0.91,us,us6000my11,2024-05-22T12:07:18.040Z,Kermadec Islands region,earthquake,13.13,4.784,0.037,229,reviewed,us,us
2024-05-12T05:59:24.660Z,18.86866667,-155.6548333,7.19,3.53,ml,44,282,0.1108,0.16,hv,hv74228422,2024-05-12T07:10:57.489Z,"22 km S of Wai‘ōhinu, Hawaii",earthquake,0.53,0.34,0.188311086,31,reviewed,hv,hv
2024-05-12T04:20:55.933Z,13.0482,51.1958,10,4.5,mb,44,145,8.298,1.07,us,us6000mz7j,2024-05-17T22:58:50.040Z,"128 km NNE of Caluula, Somalia",earthquake,11.67,1.905,0.104,27,reviewed,us,us
2024-05-12T04:18:07.960Z,38.82649994,-122.7971649,2.069999933,2.6,md,61,33,0.01055,0.06,nc,nc75005351,2024-05-16T17:42:09.767Z,"6 km WNW of Cobb, CA",earthquake,0.13,0.189999998,0.17,75,automatic,nc,nc
2024-05-12T04:04:23.276Z,31.674,-104.527,4.4592,2.5,ml,22,86,0,0.1,tx,tx2024jhmm,2024-05-12T04:28:40.040Z,"57 km SSW of Whites City, New Mexico",earthquake,1.3859032276432217,0.4753443414126438,0.1,12,reviewed,tx,tx
2024-05-12T04:01:01.851Z,-33.4589,179.7838,123.306,4.6,mb,23,94,4.268,1.17,us,us6000my03,2024-05-12T04:21:42.040Z,south of the Kermadec Islands,earthquake,11.77,8.8,0.109,27,reviewed,us,us
2024-05-12T03:26:19.677Z,-30.0845,-177.9786,43.987,5.4,mb,43,72,0.821,0.76,us,us6000mxzs,2024-05-13T03:30:27.586Z,"Kermadec Islands, New Zealand",earthquake,10.66,6.996,0.043,187,reviewed,us,us
2024-05-12T01:01:01.758Z,11.8126,-73.5012,10,4.6,mb,45,64,1.481,1.08,us,us6000mxzf,2024-05-12T01:23:59.040Z,"63 km NNW of Dibulla, Colombia",earthquake,6.2,1.881,0.047,140,reviewed,us,us
2024-05-12T00:10:49.191Z,11.9019,-86.2536,154.637,4.7,mb,110,126,0.245,0.73,us,us6000mxz9,2024-05-12T02:21:49.738Z,"5 km NNW of Diriamba, Nicaragua",earthquake,6.31,5.897,0.043,167,reviewed,us,us
2024-05-12T00:09:22.568Z,-18.8082,168.8302,127.036,4.5,mb,19,115,3.943,0.55,us,us6000mz7h,2024-05-22T05:28:41.040Z,"94 km NNW of Isangel, Vanuatu",earthquake,10.62,5.951,0.156,12,reviewed,us,us
2024-05-11T23:49:37.542Z,51.768,-179.875,16.844,2.5,ml,9,144,0.307,0.24,us,us6000myen,2024-05-15T05:25:47.040Z,"223 km W of Adak, Alaska",earthquake,1.77,3.803,0.128,8,reviewed,us,us
2024-05-11T23:34:07.333Z,-6.8974,128.2888,289.404,4.3,mb,19,93,4.888,0.73,us,us6000mz6z,2024-05-22T05:19:51.040Z,"229 km NE of Lospalos, Timor Leste",earthquake,8.84,13.418,0.187,8,reviewed,us,us
2024-05-11T22:56:41.704Z,-27.2252,-176.1264,92.757,4.3,mb,14,171,2.565,0.21,us,us6000mz6x,2024-05-21T05:07:49.040Z,Kermadec Islands region,earthquake,6.18,10.351,0.177,9,reviewed,us,us
2024-05-11T21:14:30.772Z,-21.4005,-178.9138,572.381,4,mb,34,93,3.467,0.53,us,us6000mz71,2024-05-21T05:27:11.040Z,Fiji region,earthquake,9.4,8.044,0.133,15,reviewed,us,us
2024-05-11T20:52:57.129Z,-7.592,127.9601,150.613,4.3,mb,27,71,4.237,1,us,us6000mxyy,2024-05-11T22:04:56.040Z,"147 km NE of Lospalos, Timor Leste",earthquake,7.32,7.561,0.142,14,reviewed,us,us
2024-05-11T20:43:46.170Z,16.0883,-95.1714,43.748,4.2,mb,35,181,3.567,0.43,us,us6000mxz0,2024-05-17T03:00:18.040Z,"9 km SSE of Salina Cruz, Mexico",earthquake,12.86,23.974,0.078,46,reviewed,us,us
2024-05-11T20:38:47.160Z,62.7722,-150.5564,86.785,2.9,ml,34,35,0.392,0.4,us,us6000mxz6,2024-05-12T21:04:00.040Z,"32 km NNE of Petersville, Alaska",earthquake,4.65,5.273,0.036,102,reviewed,us,us
2024-05-11T20:23:21.840Z,-33.3026,179.7053,124.743,4.2,mb,15,191,4.401,0.78,us,us6000mz6s,2024-05-21T04:37:32.040Z,south of the Kermadec Islands,earthquake,13.56,10.503,0.159,11,reviewed,us,us
2024-05-11T19:07:33.024Z,24.2266,121.6914,38.509,4.2,mb,35,63,0.526,0.54,us,us6000mxyu,2024-05-11T21:43:03.040Z,"29 km NNE of Hualien City, Taiwan",earthquake,3.76,8.714,0.136,15,reviewed,us,us
2024-05-11T18:39:43.650Z,18.71783333,-64.38383333,93.96,3.4,md,4,324,0.3714,0.2,pr,pr71448373,2024-05-11T18:55:17.150Z,"60 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,8.89,2.82,0.065215013,3,reviewed,pr,pr
2024-05-11T18:27:04.320Z,-15.1065,168.0938,10,5.1,mww,181,29,6.516,0.61,us,us6000mxys,2024-05-14T15:13:15.040Z,"109 km ENE of Luganville, Vanuatu",earthquake,7.65,1.729,0.06,27,reviewed,us,us
2024-05-11T16:32:14.923Z,15.3738,-93.2899,93.033,4.2,mb,50,137,1.86,0.86,us,us6000mxyr,2024-05-11T19:28:43.040Z,"15 km WSW of La Esperanza (El Zapotal), Mexico",earthquake,9.67,11.002,0.079,48,reviewed,us,us
2024-05-11T16:27:37.916Z,37.3323,71.94,200.67,4.1,mb,29,79,2.145,0.54,us,us6000mxyq,2024-05-11T19:11:05.040Z,"38 km ESE of Khorugh, Tajikistan",earthquake,7.06,3.929,0.173,10,reviewed,us,us
2024-05-11T14:44:30.820Z,40.21383333,-121.1428333,6.58,2.51,md,18,118,0.03389,0.1,nc,nc75004966,2024-05-16T20:59:49.526Z,"1 km ENE of Prattville, CA",earthquake,0.49,0.78,0.134,38,reviewed,nc,nc
2024-05-11T13:51:09.810Z,19.5103,-65.3823,59,3.79,md,17,246,1.2308,0.27,pr,pr2024132000,2024-05-11T14:27:02.360Z,"129 km NNE of Vieques, Puerto Rico",earthquake,2.6,8.01,0.08,11,reviewed,pr,pr
2024-05-11T13:21:52.546Z,38.864,48.7298,65.131,4.9,mb,77,75,0.605,0.68,us,us6000mxyc,2024-05-20T17:43:06.179Z,"7 km SSE of Boradigah, Azerbaijan",earthquake,7.14,5.881,0.053,124,reviewed,us,us
2024-05-11T11:49:57.801Z,-19.2765,-176.176,10,4.9,mb,24,65,2.093,0.95,us,us6000mxy4,2024-05-17T19:00:58.040Z,"200 km WNW of Pangai, Tonga",earthquake,5.16,1.892,0.145,15,reviewed,us,us
2024-05-11T11:09:18.034Z,23.9078,121.6257,10.101,4.1,mwr,43,84,0.595,0.75,us,us6000mz6i,2024-05-17T18:45:37.040Z,"7 km SSE of Hualien City, Taiwan",earthquake,2.65,3.926,0.062,25,reviewed,us,us
2024-05-11T10:58:54.246Z,51.913,-175.8644,54.031,4.9,mb,70,126,0.218,1.04,us,us6000mxy1,2024-05-22T11:53:21.040Z,"53 km E of Adak, Alaska",earthquake,5.39,5.492,0.039,205,reviewed,us,us
2024-05-11T10:43:32.936Z,31.6193,51.1545,10,4.4,mb,28,81,5.729,0.75,us,us6000mxxz,2024-05-22T08:58:11.040Z,"40 km SSW of Borūjen, Iran",earthquake,12.35,1.913,0.12,20,reviewed,us,us
2024-05-11T10:26:36.577Z,27.2612,53.5708,10,4.8,mb,52,74,3.305,0.56,us,us6000mxxx,2024-05-22T08:53:40.861Z,"71 km SW of Gerāsh, Iran",earthquake,8.64,1.882,0.086,42,reviewed,us,us
2024-05-11T09:44:38.784Z,23.9861,121.7772,26.49,4.8,mb,65,81,0.737,0.9,us,us6000mxxt,2024-05-22T08:38:46.040Z,"17 km E of Hualien City, Taiwan",earthquake,1.64,4.831,0.073,58,reviewed,us,us
2024-05-11T09:10:57.835Z,61.6184,-147.9984,1.115,2.6,ml,41,76,0.247,0.95,us,us6000mxxs,2024-05-11T10:20:19.040Z,"27 km SW of Glacier View, Alaska",earthquake,2.45,10.769,0.036,100,reviewed,us,us
2024-05-11T05:47:56.920Z,32.2486667,-115.313,3.02,2.61,ml,35,46,0.1159,0.3,ci,ci40745224,2024-05-22T12:22:41.040Z,"14 km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.28,0.63,0.165,26,reviewed,ci,ci
2024-05-11T05:16:02.695Z,23.8488,121.6454,14.668,4.6,mwr,73,71,0.555,0.45,us,us6000mxx5,2024-05-22T12:17:10.040Z,"14 km SSE of Hualien City, Taiwan",earthquake,3.14,4.439,0.086,13,reviewed,us,us
2024-05-11T04:37:00.100Z,36.27716667,-97.50283333,7.89,2.93,ml,97,26,0,0.13,ok,ok2024jfsb,2024-05-14T16:40:41.232Z,"4 km W of Lucien, Oklahoma",earthquake,,0.3,0.25,35,reviewed,ok,ok
2024-05-11T03:37:34.087Z,52.6077,158.9261,78.701,4.5,mb,48,130,0.449,0.92,us,us6000mxwx,2024-05-11T03:59:48.040Z,"50 km SE of Vilyuchinsk, Russia",earthquake,8.64,4.242,0.049,124,reviewed,us,us
2024-05-11T03:30:27.079Z,-34.7058,-108.2212,10,4.5,mb,21,71,7.615,0.94,us,us6000mz6a,2024-05-22T00:44:27.040Z,southern East Pacific Rise,earthquake,12.92,1.88,0.124,20,reviewed,us,us
2024-05-11T03:02:16.647Z,1.1039,126.8315,81.734,4.9,mb,63,76,4.585,0.98,us,us6000mxwu,2024-05-11T03:21:07.040Z,"70 km WNW of Ternate, Indonesia",earthquake,3.41,7.184,0.063,85,reviewed,us,us
2024-05-11T02:10:56.467Z,-55.6575,-27.0541,35,4.6,mb,24,79,5.606,1.14,us,us6000mz67,2024-05-17T21:27:43.040Z,South Sandwich Islands region,earthquake,13.69,1.912,0.128,19,reviewed,us,us
2024-05-11T01:53:05.860Z,59.828,-152.8514,94.6,4.5,ml,,,,0.52,ak,ak02462bum3w,2024-05-13T04:47:38.779Z,"57 km W of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-05-11T00:47:15.705Z,41.7122,144.3164,10,5,mb,87,130,0.917,0.49,us,us6000mxw5,2024-05-13T22:10:16.040Z,"105 km SE of Hiroo, Japan",earthquake,3.1,1.862,0.046,149,reviewed,us,us
2024-05-11T00:33:42.393Z,-24.9512,-67.5929,116.124,4.2,mb,22,79,2.061,0.37,us,us6000mz65,2024-05-21T04:08:42.040Z,"124 km N of Antofagasta de la Sierra, Argentina",earthquake,7.24,5.65,0.186,8,reviewed,us,us
2024-05-11T00:26:32.689Z,-10.2308,164.8777,10,4.5,mb,21,245,4.922,0.54,us,us6000mxv9,2024-05-11T00:50:20.040Z,"114 km WNW of Lata, Solomon Islands",earthquake,11.59,2.009,0.132,17,reviewed,us,us
2024-05-10T23:54:52.163Z,51.7692,178.0717,140.73,4.2,mb,63,155,0.362,0.52,us,us6000mxv1,2024-05-14T05:03:22.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,10.67,7.007,0.056,89,reviewed,us,us
2024-05-10T23:47:54.248Z,-33.5107,-179.5217,9.877,4.4,mb,31,120,4.413,0.26,us,us6000mz0c,2024-05-21T02:16:16.040Z,south of the Kermadec Islands,earthquake,11.45,4.709,0.114,22,reviewed,us,us
2024-05-10T23:36:55.850Z,11.5846,145.4101,12.376,4.4,mb,22,84,2.061,0.32,us,us6000mz0a,2024-05-21T02:51:30.040Z,"200 km SSE of Inarajan Village, Guam",earthquake,7.73,4.626,0.161,11,reviewed,us,us
2024-05-10T22:39:58.592Z,28.579,143.2678,10,4.3,mb,17,153,1.762,0.54,us,us6000mz0e,2024-05-21T03:30:58.040Z,"Bonin Islands, Japan region",earthquake,10.3,1.945,0.168,10,reviewed,us,us
2024-05-10T22:25:37.379Z,-55.0596,-30.8396,10,4.4,mb,14,116,3.371,0.18,us,us6000mz0d,2024-05-21T03:10:21.040Z,South Sandwich Islands region,earthquake,6.36,1.885,0.179,9,reviewed,us,us
2024-05-10T22:12:07.562Z,-32.7318,-178.5935,24.741,4.5,mb,17,170,3.507,0.33,us,us6000mz05,2024-05-20T23:38:46.040Z,south of the Kermadec Islands,earthquake,9.18,8.246,0.15,13,reviewed,us,us
2024-05-10T22:03:58.510Z,17.99933333,-66.69433333,44.71,2.61,md,7,201,0.09432,0.04,pr,pr71448333,2024-05-10T22:23:04.920Z,"2 km ENE of Tallaboa, Puerto Rico",earthquake,1.11,0.78,0.041542479,4,reviewed,pr,pr
2024-05-10T21:14:40.639Z,-21.4062,-179.0315,618.074,4,mb,15,156,3.577,0.23,us,us6000mz04,2024-05-21T00:32:46.040Z,Fiji region,earthquake,14.83,16.223,0.143,13,reviewed,us,us
2024-05-10T20:34:36.516Z,33.5055,81.7891,15.639,4.2,mb,34,138,6.432,0.61,us,us6000mxui,2024-05-10T21:36:56.040Z,western Xizang,earthquake,9.58,5.021,0.124,20,reviewed,us,us
2024-05-10T20:31:54.330Z,31.67,-104.192,6.1383,3.8,ml,42,61,0.1,0.1,tx,tx2024jfca,2024-05-11T20:38:46.503Z,"54 km NW of Toyah, Texas",earthquake,0.5046387768714093,0.5415134410782922,0.1,25,reviewed,tx,tx
2024-05-10T19:34:38.125Z,-9.0437,113.0346,61.785,4.9,mb,97,77,1.243,1.15,us,us6000mxu2,2024-05-12T13:41:53.754Z,"91 km SSW of Kencong, Indonesia",earthquake,6.52,6.927,0.063,84,reviewed,us,us
2024-05-10T18:53:39.535Z,-4.8479,144.6157,81.132,4.7,mb,89,61,4.54,0.67,us,us6000mxtw,2024-05-10T19:38:29.040Z,"106 km SE of Angoram, Papua New Guinea",earthquake,3.13,5.67,0.056,105,reviewed,us,us
2024-05-10T18:08:23.510Z,18.48633333,-67.191,25.25,3.05,md,18,234,0.0516,0.22,pr,pr71448293,2024-05-10T19:24:38.100Z,"7 km NW of Caban, Puerto Rico",earthquake,0.71,0.53,0.060807762,12,reviewed,pr,pr
2024-05-10T16:05:35.223Z,43.2753,146.1837,93.06,4.3,mb,25,136,2.563,0.48,us,us6000myzt,2024-05-19T15:40:41.040Z,"49 km E of Nemuro, Japan",earthquake,8.88,8.092,0.148,13,reviewed,us,us
2024-05-10T15:33:36.932Z,-20.6523,-177.7591,541.948,4.3,mb,49,77,2.444,0.76,us,us6000mz03,2024-05-19T16:00:19.040Z,"261 km WNW of Houma, Tonga",earthquake,10.2,7.965,0.077,47,reviewed,us,us
2024-05-10T15:27:37.132Z,-23.0204,-66.3305,222.815,4.5,mb,40,47,2.957,0.86,us,us6000mxru,2024-05-20T17:17:03.040Z,"70 km WNW of El Aguilar, Argentina",earthquake,7.38,5.273,0.124,23,reviewed,us,us
2024-05-10T15:20:47.225Z,-3.5015,101.5725,57.076,4.9,mb,52,61,1.622,0.94,us,us6000mxrs,2024-05-20T17:11:36.040Z,"83 km WNW of Bengkulu, Indonesia",earthquake,8.91,5.909,0.087,46,reviewed,us,us
2024-05-10T14:19:12.371Z,-20.4666,-173.7283,10,4.8,mb,38,110,1.547,1.14,us,us6000mxqn,2024-05-17T16:01:09.040Z,"97 km SE of Pangai, Tonga",earthquake,4.49,1.831,0.111,28,reviewed,us,us
2024-05-10T14:13:52.739Z,62.4398,-151.1053,1,2.7,ml,,,,0.74,ak,ak02460vtfk8,2024-05-17T15:56:18.040Z,"18 km WSW of Petersville, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-05-10T14:10:28.810Z,19.33,-155.1123333,6.29,2.7,ml,56,132,0.04667,0.13,hv,hv74226407,2024-05-17T15:55:55.040Z,"15 km S of Fern Forest, Hawaii",earthquake,0.3,0.35,0.221299285,34,reviewed,hv,hv
2024-05-10T13:42:54.865Z,60.5336,-152.9785,130.1,2.6,ml,,,,0.46,ak,ak02460ve7t2,2024-05-17T15:52:45.040Z,"82 km ENE of Port Alsworth, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-05-10T13:19:47.048Z,-9.9623,107.82,10,4.8,mb,38,59,2.153,0.65,us,us6000mxqg,2024-05-17T15:48:51.040Z,"279 km SSW of Cilacap, Indonesia",earthquake,7.75,1.796,0.103,29,reviewed,us,us
2024-05-10T12:56:16.850Z,38.1007,20.3011,36.11,4.1,mb,31,138,1.584,0.98,us,us6000mxqe,2024-05-17T15:45:48.040Z,"16 km SW of Lixoúri, Greece",earthquake,3.57,9.044,0.151,12,reviewed,us,us
2024-05-10T12:34:50.250Z,-8.8889,-75.616,127.882,4.5,mb,60,76,3.257,0.75,us,us6000mxqc,2024-05-17T15:39:14.040Z,"44 km W of San Alejandro, Peru",earthquake,7.59,4.654,0.071,59,reviewed,us,us
2024-05-10T12:07:24.246Z,-20.2389,-178.2164,530.15,4.4,mb,85,71,2.968,0.57,us,us6000mxq3,2024-05-17T15:32:18.040Z,Fiji region,earthquake,14.57,7.096,0.04,179,reviewed,us,us
2024-05-10T11:48:41.685Z,-5.1683,151.8398,40.115,5.6,mww,82,51,0.88,0.87,us,us6000mxpy,2024-05-17T15:33:11.573Z,"102 km SSW of Kokopo, Papua New Guinea",earthquake,7.04,4.596,0.066,22,reviewed,us,us
2024-05-10T11:44:38.834Z,48.8021,-128.7697,10,4.3,mb,52,108,0.907,1.18,us,us6000mxpx,2024-05-17T15:23:25.789Z,"213 km WSW of Tofino, Canada",earthquake,5.23,1.767,0.068,62,reviewed,us,us
2024-05-10T10:48:35.822Z,38.1273,20.2663,42.287,4.2,mb,35,119,1.622,0.34,us,us6000mxpu,2024-05-14T06:21:07.040Z,"17 km WSW of Lixoúri, Greece",earthquake,5.16,10.354,0.132,16,reviewed,us,us
2024-05-10T10:42:46.401Z,-6.8187,155.0654,10,4.8,mb,81,62,5.489,0.46,us,us6000mxpv,2024-05-13T08:13:23.040Z,"72 km SW of Panguna, Papua New Guinea",earthquake,3.2,1.864,0.058,90,reviewed,us,us
2024-05-10T10:40:49.280Z,37.6151,137.6558,10,4.5,mb,20,120,1.154,0.87,us,us6000myzp,2024-05-17T12:25:19.040Z,"66 km NNW of Itoigawa, Japan",earthquake,7.29,1.854,0.157,12,reviewed,us,us
2024-05-10T08:30:07.138Z,42.4367,143.325,65.952,4.3,mb,32,135,0.439,0.54,us,us6000mxpl,2024-05-22T08:09:00.040Z,"17 km N of Hiroo, Japan",earthquake,6.61,6.843,0.125,18,reviewed,us,us
2024-05-10T07:45:18.196Z,24.1885,121.9049,11.296,5.8,mww,103,27,0.68,0.77,us,us6000mxpi,2024-05-22T09:32:40.523Z,"38 km NE of Hualien City, Taiwan",earthquake,4.6,3.421,0.054,33,reviewed,us,us
2024-05-10T04:51:08.836Z,44.3427,-114.8142,10,2.5,ml,22,47,0.238,0.78,us,us6000mxnz,2024-05-10T23:04:35.670Z,"17 km NE of Stanley, Idaho",earthquake,2.08,2.012,0.055,44,reviewed,us,us
2024-05-10T04:36:57.928Z,44.3495,-114.8158,10,2.5,ml,19,93,0.244,0.65,us,us6000mxnx,2024-05-10T22:54:23.140Z,"17 km NE of Stanley, Idaho",earthquake,1.94,2.01,0.06,36,reviewed,us,us
2024-05-10T04:01:07.149Z,67.8656,-160.8065,8.7,2.5,ml,,,,0.85,ak,ak02460psfdm,2024-05-10T04:04:06.022Z,"89 km ESE of Red Dog Mine, Alaska",earthquake,,1,,,automatic,ak,ak
2024-05-10T02:47:53.659Z,43.1445,-128.4897,10,3.3,ml,23,304,3.29,0.61,us,us6000mxnb,2024-05-11T02:33:58.028Z,off the coast of Oregon,earthquake,5.73,2.028,0.055,44,reviewed,us,us
2024-05-10T02:30:03.079Z,61.5764,-140.6341,5,3.3,ml,28,57,0.718,0.78,us,us6000mxna,2024-05-10T03:16:12.040Z,"122 km E of McCarthy, Alaska",earthquake,3.76,2.002,0.04,82,reviewed,us,us
2024-05-10T01:52:20.556Z,37.2283,74.72,10,4.5,mb,47,138,3.211,0.89,us,us6000mxn4,2024-05-10T03:09:33.040Z,"100 km N of Barishal, Pakistan",earthquake,9.75,1.904,0.065,69,reviewed,us,us
2024-05-10T01:48:13.467Z,31.61,-103.971,9.8297,2.5,ml,24,56,0,0.1,tx,tx2024jdqz,2024-05-10T22:29:27.040Z,"36 km WSW of Mentone, Texas",earthquake,0.4737608144038355,0.3696955991002081,0.2,25,reviewed,tx,tx
2024-05-10T01:45:42.489Z,-22.2455,-179.4628,587.744,4.5,mb,33,93,4.102,0.74,us,us6000mxn3,2024-05-10T02:01:33.040Z,south of the Fiji Islands,earthquake,14.86,11.333,0.098,32,reviewed,us,us
2024-05-10T01:37:23.042Z,23.8255,121.6502,10,4.9,mb,38,101,0.539,0.96,us,us6000mxn5,2024-05-10T02:19:00.040Z,"17 km SSE of Hualien City, Taiwan",earthquake,3.4,1.879,0.087,50,reviewed,us,us
2024-05-10T01:35:38.366Z,23.6561,121.678,10,5.1,mb,53,95,0.437,0.8,us,us6000mxn1,2024-05-10T08:05:27.420Z,"36 km SSE of Hualien City, Taiwan",earthquake,3.92,1.866,0.045,162,reviewed,us,us
2024-05-10T01:31:01.785Z,47.2675,-111.8237,23.092,2.6,ml,21,97,0.556,0.4,us,us6000mxn0,2024-05-10T14:22:45.370Z,"9 km W of Cascade, Montana",earthquake,4.12,8.42,0.066,30,reviewed,us,us
2024-05-10T01:21:49.027Z,-15.0359,168.1751,10,4.9,mb,24,163,6.618,0.91,us,us6000mxmr,2024-05-10T01:39:49.040Z,"118 km E of Port-Olry, Vanuatu",earthquake,8.49,1.927,0.132,22,reviewed,us,us
2024-05-10T00:50:02.274Z,-14.9809,168.0534,10.064,4.9,mb,49,80,6.6,0.5,us,us6000mxmi,2024-05-17T02:51:35.040Z,"105 km E of Port-Olry, Vanuatu",earthquake,11.14,1.475,0.099,32,reviewed,us,us
2024-05-10T00:36:34.060Z,18.2145,-68.254,170,3.97,md,21,198,0.3254,0.5,pr,pr2024131000,2024-05-15T01:14:21.810Z,"41 km ESE of Boca de Yuma, Dominican Republic",earthquake,5.6,1.75,0.09,12,reviewed,pr,pr
2024-05-10T00:35:23.333Z,-2.1713,151.9267,10,4.8,mb,75,64,4.559,0.62,us,us6000mxmg,2024-05-17T02:46:20.040Z,"133 km ENE of Kavieng, Papua New Guinea",earthquake,8.1,0.931,0.057,95,reviewed,us,us
2024-05-09T23:07:33.230Z,-57.4777,-24.4297,10,4.5,mb,13,114,7.497,0.2,us,us6000myzh,2024-05-21T01:27:19.040Z,South Sandwich Islands region,earthquake,13.86,1.94,0.157,12,reviewed,us,us
2024-05-09T22:55:58.929Z,-52.9145,10.251,10,4.6,mb,25,93,19.69,0.39,us,us6000myzi,2024-05-21T01:16:26.040Z,southwest of Africa,earthquake,13.74,1.918,0.111,24,reviewed,us,us
2024-05-09T22:33:30.442Z,-19.6011,-66.698,255.655,4.5,mb,91,25,2.354,0.42,us,us6000mxkp,2024-05-17T02:40:32.040Z,"77 km S of Challapata, Bolivia",earthquake,6.99,6.148,0.041,171,reviewed,us,us
2024-05-09T22:01:37.677Z,81.1575,-4.6013,10,4.2,mb,38,72,4.782,0.6,us,us6000mxkl,2024-05-21T05:29:03.040Z,north of Svalbard,earthquake,6.78,1.777,0.096,30,reviewed,us,us
2024-05-09T21:34:20.040Z,41.80066667,-125.9445,8.99,2.87,md,21,267,1.345,0.17,nc,nc75003951,2024-05-10T19:37:39.481Z,"140 km W of Brookings, OR",earthquake,1.31,31.61,0.132,16,reviewed,nc,nc
2024-05-09T21:25:57.582Z,46.0477,7.4068,10.943,3.2,ml,12,111,0.324,0.5,us,us6000mxke,2024-05-12T13:35:17.960Z,"10 km SW of Evolène, Switzerland",earthquake,4.08,2.917,0.057,40,reviewed,us,us
2024-05-09T21:22:08.295Z,18.6982,143.8561,10,4.2,mb,19,138,39.336,0.37,us,us6000myze,2024-05-21T01:48:23.040Z,Mariana Islands region,earthquake,13.21,1.726,0.199,7,reviewed,us,us
2024-05-09T21:09:53.140Z,38.82500076,-122.8048325,1.360000014,2.5,md,34,34,0.004397,0.06,nc,nc75003911,2024-05-09T22:03:33.476Z,"7 km NNW of The Geysers, CA",earthquake,0.17,0.280000001,0.25,45,automatic,nc,nc
2024-05-09T20:29:53.026Z,32.6418,-118.7291,9.258,2.7,ml,27,246,1.485,0.59,us,us6000mxjv,2024-05-20T15:02:37.040Z,"86 km SSW of Avalon, California",earthquake,5.66,7.193,0.049,54,reviewed,us,us
2024-05-09T19:32:20.726Z,30.868,142.4103,10,4.3,mb,20,151,3.144,0.32,us,us6000myzd,2024-05-17T18:27:18.040Z,"Izu Islands, Japan region",earthquake,11.55,1.932,0.168,10,reviewed,us,us
2024-05-09T19:07:02.912Z,12.7842,123.6404,10,4.3,mb,41,123,5.991,0.51,us,us6000myzc,2024-05-17T18:08:59.040Z,"12 km SSW of San Rafael, Philippines",earthquake,10.95,1.909,0.105,26,reviewed,us,us
2024-05-09T18:43:20.033Z,-31.4696,-179.356,127.993,4.5,mb,18,120,2.527,1.06,us,us6000mxjb,2024-05-20T14:54:14.040Z,Kermadec Islands region,earthquake,13.79,9.527,0.15,13,reviewed,us,us
2024-05-09T18:37:13.802Z,2.865,-84.3342,10,4.3,mb,29,143,5.514,0.64,us,us6000mxj9,2024-05-20T14:52:13.040Z,off the coast of Central America,earthquake,12.09,1.925,0.187,8,reviewed,us,us
2024-05-09T17:28:55.875Z,-16.1108,-173.0843,19.648,4.4,mb,26,109,2.525,0.54,us,us6000myzb,2024-05-17T17:04:21.040Z,"78 km ESE of Hihifo, Tonga",earthquake,8.88,1.146,0.149,14,reviewed,us,us
2024-05-09T15:20:28.194Z,56.6429,-156.6464,25.6,2.5,ml,,,,0.42,ak,ak0245z8wyrn,2024-05-09T18:08:05.040Z,"107 km SSE of Ugashik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-05-09T14:54:40.630Z,58.0621,-152.2505,35.2,2.9,ml,,,,0.42,ak,ak0245z8iudn,2024-05-09T18:05:23.040Z,"21 km NE of Ouzinkie, Alaska",earthquake,,3.1,,,automatic,ak,ak
2024-05-09T14:30:30.971Z,-4.7178,103.7172,151.307,4.2,mb,22,169,0.838,1.04,us,us6000mxip,2024-05-19T20:20:27.040Z,"82 km SW of Baturaja, Indonesia",earthquake,10.18,8.873,0.167,13,reviewed,us,us
2024-05-09T13:48:56.056Z,17.6147,-59.6283,10,4.4,mb,39,81,1.889,1,us,us6000mxfu,2024-05-20T16:14:42.040Z,"211 km NE of Beauséjour, Guadeloupe",earthquake,7.74,1.896,0.127,18,reviewed,us,us
2024-05-09T13:40:43.967Z,-17.6196,-69.5386,128.424,4.5,mb,34,81,0.063,1.05,us,us6000mxfm,2024-05-20T16:09:05.040Z,"47 km ENE of Palca, Peru",earthquake,6.85,4.38,0.113,23,reviewed,us,us
