time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-04-27T22:44:53.546Z,54.7496,-156.9038,17.2,3.5,ml,,,,0.62,ak,ak0245fis0yg,2024-04-30T00:58:29.040Z,"192 km SE of Perryville, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2024-04-27T22:25:02.622Z,-22.4993,-177.8955,317.923,4,mb,29,113,2.829,0.52,us,us6000mw53,2024-05-14T01:23:14.040Z,south of the Fiji Islands,earthquake,14.26,10.4,0.108,23,reviewed,us,us
2024-04-27T22:05:26.698Z,8.6422,126.6681,35.337,4.6,mb,81,86,1.899,0.51,us,us6000muhd,2024-05-04T04:47:02.040Z,"44 km ESE of Marihatag, Philippines",earthquake,7.45,6.051,0.053,105,reviewed,us,us
2024-04-27T20:59:34.939Z,8.6468,126.5394,49.453,4.9,mb,86,86,1.833,0.5,us,us6000mugs,2024-05-04T04:43:12.040Z,"31 km ESE of Marihatag, Philippines",earthquake,10.07,5.462,0.041,189,reviewed,us,us
2024-04-27T20:44:40.245Z,15.8037,39.6219,10,4.7,mb,74,120,5.278,0.57,us,us6000mugq,2024-05-04T04:35:39.040Z,"26 km NE of Massawa, Eritrea",earthquake,8.89,1.816,0.062,80,reviewed,us,us
2024-04-27T20:44:14.580Z,33.5731667,-116.8126667,8.89,2.51,ml,103,16,0.04542,0.2,ci,ci40560055,2024-04-29T17:49:17.150Z,"13 km W of Anza, CA",earthquake,0.11,0.33,0.156,135,reviewed,ci,ci
2024-04-27T20:43:31.189Z,35.1815,137.3209,291.032,4.7,mb,119,48,0.292,0.57,us,us6000mugn,2024-05-04T04:21:30.040Z,"19 km NE of Toyota, Japan",earthquake,6.16,2.991,0.025,480,reviewed,us,us
2024-04-27T20:30:16.852Z,23.8869,121.5109,10,3.9,mwr,31,81,0.519,0.67,us,us6000mw51,2024-05-22T09:56:18.040Z,"13 km SW of Hualien City, Taiwan",earthquake,1.89,1.861,0.071,19,reviewed,us,us
2024-04-27T19:53:14.053Z,67.7797,-160.9687,0,3.4,ml,,,,0.56,ak,ak0245fh1kst,2024-05-14T01:41:01.040Z,"85 km ESE of Red Dog Mine, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-04-27T19:50:25.438Z,63.0207,-150.3195,100,2.9,ml,,,,0.49,ak,ak0245fh0yh3,2024-05-04T03:42:15.040Z,"62 km NNE of Petersville, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-27T19:30:05.378Z,-18.8369,169.1383,10.471,4.6,mb,16,207,4.077,0.44,us,us6000mw4z,2024-05-10T04:20:45.040Z,"79 km N of Isangel, Vanuatu",earthquake,14.49,6.34,0.157,12,reviewed,us,us
2024-04-27T19:04:08.456Z,25.0156,125.7604,35,4.5,mb,41,132,1.525,0.54,us,us6000mug5,2024-05-04T03:35:27.040Z,"51 km ENE of Miyakojima, Japan",earthquake,7.53,1.863,0.071,59,reviewed,us,us
2024-04-27T18:07:07.774Z,-20.4301,-177.5007,519.328,4.3,mb,56,70,2.271,0.72,us,us6000mufn,2024-04-30T15:49:31.040Z,"243 km WNW of Houma, Tonga",earthquake,12.42,8.469,0.073,53,reviewed,us,us
2024-04-27T17:58:07.492Z,8.4911,126.7885,36.717,4.8,mb,141,79,1.852,0.7,us,us6000mufl,2024-04-27T22:18:07.040Z,"51 km ENE of Hinatuan, Philippines",earthquake,9.18,6.421,0.045,169,reviewed,us,us
2024-04-27T17:23:10.479Z,-15.0695,-171.9108,10,4.9,mb,123,84,1.161,0.59,us,us6000mufa,2024-04-30T13:57:42.040Z,"118 km SSW of Matavai, Samoa",earthquake,5.58,1.448,0.037,237,reviewed,us,us
2024-04-27T16:58:57.959Z,64.3258,-147.8412,13.5,2.5,ml,,,,1.18,ak,ak0245ffafjg,2024-04-27T17:01:57.058Z,"50 km WSW of Salcha, Alaska",earthquake,,7961.8,,,automatic,ak,ak
2024-04-27T16:39:09.090Z,17.87616667,-66.9375,11.23,2.75,md,25,221,0.09939,0.26,pr,pr71446828,2024-04-27T21:38:32.040Z,"11 km SSW of Guánica, Puerto Rico",earthquake,0.52,0.49,0.153677394,13,reviewed,pr,pr
2024-04-27T16:29:50.823Z,-8.0327,107.2749,61.568,6.1,mww,233,18,0.678,0.68,us,us6000muc0,2024-05-10T14:11:38.051Z,"94 km S of Banjar, Indonesia",earthquake,5.92,2.976,0.044,50,reviewed,us,us
2024-04-27T15:50:46.310Z,18.02416667,-65.725,7.77,2.93,md,23,192,0.1619,0.24,pr,pr71446813,2024-04-27T16:26:34.090Z,"13 km E of El Negro, Puerto Rico",earthquake,0.47,1.06,0.225393457,14,reviewed,pr,pr
2024-04-27T15:46:53.679Z,61.5087,-146.5135,19.1,2.7,ml,,,,0.57,ak,ak0245femfg1,2024-04-27T21:32:32.040Z,"43 km NNW of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-27T15:46:42.837Z,12.6155,-87.5392,72.644,4.3,mb,111,128,0.512,0.84,us,us6000mubq,2024-04-27T21:15:59.040Z,"17 km SSW of Jiquilillo, Nicaragua",earthquake,4.12,7.691,0.054,96,reviewed,us,us
2024-04-27T14:49:41.959Z,-22.5036,-68.3234,139.494,4.4,mb,24,44,0.466,0.63,us,us6000mubg,2024-05-17T16:16:51.040Z,"46 km NNW of San Pedro de Atacama, Chile",earthquake,5.75,4.895,0.134,16,reviewed,us,us
2024-04-27T14:36:33.089Z,-19.6726,-175.8921,227.196,4.9,mb,63,76,1.623,0.83,us,us6000mubd,2024-05-17T16:10:44.040Z,"161 km W of Pangai, Tonga",earthquake,10.12,6.391,0.051,121,reviewed,us,us
2024-04-27T14:05:40.705Z,-20.2624,-173.4101,10,4.1,mb,12,164,1.906,0.57,us,us6000mw4t,2024-05-06T14:15:54.040Z,"110 km ESE of Pangai, Tonga",earthquake,12.98,1.966,0.197,9,reviewed,us,us
2024-04-27T14:04:36.139Z,16.9328,-102.4092,10,4.2,mb,25,204,2.923,1.05,us,us6000mw4v,2024-05-06T14:31:52.040Z,"115 km SW of Ixtapa, Mexico",earthquake,11.51,1.989,0.082,42,reviewed,us,us
2024-04-27T13:49:38.053Z,40.6915,-74.7492,5,2.9,mb_lg,30,54,0.014,0.3,us,us6000mub7,2024-05-17T15:03:10.972Z,"7 km WSW of Gladstone, New Jersey",earthquake,1.9,1.99,0.064,64,reviewed,us,us
2024-04-27T12:17:50.514Z,18.7609,145.5596,233.738,4,mb,18,150,3.507,0.59,us,us6000mw4q,2024-05-04T18:00:12.040Z,"Pagan region, Northern Mariana Islands",earthquake,8.33,10.233,0.172,9,reviewed,us,us
2024-04-27T11:57:12.470Z,17.95616667,-67.07866667,6.98,2.67,md,18,246,0.03534,0.12,pr,pr71446808,2024-04-27T12:22:49.960Z,"3 km WSW of La Parguera, Puerto Rico",earthquake,0.65,0.18,0.236556542,11,reviewed,pr,pr
2024-04-27T11:34:18.293Z,8.5391,126.4283,66.531,4.7,mb,100,125,1.685,0.95,us,us6000muae,2024-05-10T15:39:01.040Z,"20 km E of Gamut, Philippines",earthquake,10.58,5.442,0.058,90,reviewed,us,us
2024-04-27T11:24:56.450Z,18.06383333,-67.88466667,13.62,3.44,md,24,202,0.6506,0.64,pr,pr71446798,2024-04-27T12:10:37.630Z,"73 km WSW of Stella, Puerto Rico",earthquake,2.82,3.36,0.080758514,15,reviewed,pr,pr
2024-04-27T10:46:32.010Z,-6.3715,130.1414,166.953,4.9,mb,72,61,1.852,0.73,us,us6000mua3,2024-05-18T04:07:11.040Z,Banda Sea,earthquake,8.41,5.637,0.056,105,reviewed,us,us
2024-04-27T10:07:48.097Z,27.8034,139.4583,504.733,4,mb,165,72,2.523,0.57,us,us6000mua1,2024-05-18T03:50:39.040Z,"Bonin Islands, Japan region",earthquake,10.2,4.335,0.043,144,reviewed,us,us
2024-04-27T09:45:08.880Z,18.00516667,-66.78583333,15.82,2.91,md,37,137,0.01572,0.22,pr,pr71446783,2024-04-27T10:10:39.150Z,"1 km SSE of Guayanilla, Puerto Rico",earthquake,0.32,0.56,0.113248877,13,reviewed,pr,pr
2024-04-27T08:35:34.822Z,27.8217,139.577,503.896,6.5,mww,217,24,2.427,0.6,us,us6000mu8k,2024-05-10T07:37:45.920Z,"Bonin Islands, Japan region",earthquake,9.43,3.133,0.035,77,reviewed,us,us
2024-04-27T08:27:14.673Z,-7.0303,105.3894,35,4.7,mb,37,69,2.283,0.81,us,us6000mu8h,2024-05-10T07:14:27.803Z,"87 km SW of Labuan, Indonesia",earthquake,6.33,1.905,0.097,32,reviewed,us,us
2024-04-27T08:20:59.615Z,-37.1361,78.1098,10,4.7,mb,31,75,0.787,0.55,us,us6000mw4e,2024-05-10T07:09:18.040Z,Mid-Indian Ridge,earthquake,11.82,1.878,0.115,23,reviewed,us,us
2024-04-27T08:13:21.284Z,-37.6216,78.0893,10,4.7,mb,37,61,0.448,0.64,us,us6000mw4l,2024-05-10T07:04:15.040Z,Mid-Indian Ridge,earthquake,8,1.899,0.104,28,reviewed,us,us
2024-04-27T08:04:24.902Z,-37.1466,78.1288,10,5.1,mww,62,36,0.787,0.55,us,us6000mu8g,2024-05-10T07:01:31.040Z,Mid-Indian Ridge,earthquake,8.12,1.875,0.11,8,reviewed,us,us
2024-04-27T07:40:24.105Z,-0.7442,123.0469,9.779,4.1,mb,16,116,0.404,0.53,us,us6000mw49,2024-05-10T06:52:23.040Z,"36 km NE of Luwuk, Indonesia",earthquake,5.59,4.779,0.185,8,reviewed,us,us
2024-04-27T07:17:21.241Z,-55.7283,-27.9206,73.289,4.2,mb,13,124,5.14,0.75,us,us6000mw4p,2024-05-10T06:44:44.040Z,South Sandwich Islands region,earthquake,8.43,9.077,0.186,8,reviewed,us,us
2024-04-27T06:36:59.560Z,0.7339,126.0794,45.773,4.3,mb,22,70,1.288,0.83,us,us6000mw45,2024-05-10T06:41:50.040Z,"131 km SE of Bitung, Indonesia",earthquake,6.77,7.837,0.161,11,reviewed,us,us
2024-04-27T05:32:52.560Z,18.38816667,-67.5675,8.23,2.99,md,12,155,0.3057,0.45,pr,pr71446773,2024-04-27T06:13:20.550Z,"33 km W of Rincón, Puerto Rico",earthquake,1.8,1.65,0.039155157,7,reviewed,pr,pr
2024-04-27T05:07:08.359Z,0.5368,122.3026,111.821,4.6,mb,61,58,1.624,0.74,us,us6000mu7q,2024-05-10T06:29:23.040Z,"84 km W of Gorontalo, Indonesia",earthquake,7.3,6.961,0.08,47,reviewed,us,us
2024-04-27T05:00:29.590Z,19.3431,-64.8303,35,3.68,md,18,288,0.9519,0.53,pr,pr2024118000,2024-05-10T06:26:42.040Z,"111 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.49,33.38,0.1,14,reviewed,pr,pr
2024-04-27T04:42:59.535Z,51.4501,179.7895,57.754,4.9,mb,88,139,0.314,0.67,us,us6000mu7g,2024-05-22T21:19:52.040Z,"251 km WSW of Adak, Alaska",earthquake,4.71,5.631,0.026,462,reviewed,us,us
2024-04-27T04:22:46.211Z,-7.1067,105.2697,35,4.4,mb,22,139,2.388,1.13,us,us6000mw43,2024-05-04T01:49:31.040Z,"101 km SW of Labuan, Indonesia",earthquake,8.15,1.929,0.179,11,reviewed,us,us
2024-04-27T03:57:26.679Z,-37.0987,78.0996,10,4.8,mb,32,89,0.814,0.72,us,us6000mw42,2024-05-04T01:31:12.040Z,Mid-Indian Ridge,earthquake,10.01,1.874,0.127,19,reviewed,us,us
2024-04-27T03:29:57.064Z,53.4687,160.2798,57.883,4.1,mb,41,137,1.076,0.56,us,us6000mu75,2024-05-18T03:12:43.040Z,"119 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,11.42,6.245,0.098,28,reviewed,us,us
2024-04-27T02:59:24.305Z,43.6243,147.0389,62.483,4.3,mb,41,168,3.253,0.78,us,us6000mw4d,2024-05-04T00:54:45.040Z,"32 km SE of Shikotan, Russia",earthquake,11.94,9.43,0.068,61,reviewed,us,us
2024-04-27T01:44:21.447Z,-36.9042,78.2152,10,5.3,mb,50,70,29.18,0.85,us,us6000mw5b,2024-05-03T23:59:56.040Z,Mid-Indian Ridge,earthquake,12.73,1.876,0.088,44,reviewed,us,us
2024-04-27T01:43:45.495Z,-37.332,78.1007,10,5.3,mb,57,45,0.627,0.82,us,us6000mu6f,2024-05-18T03:05:43.040Z,Mid-Indian Ridge,earthquake,7.2,1.17,0.062,90,reviewed,us,us
2024-04-27T01:41:22.586Z,-37.1027,77.8413,10,4.6,mb,23,136,0.725,1.28,us,us6000mw3s,2024-05-03T23:49:12.040Z,Mid-Indian Ridge,earthquake,5.93,1.868,0.142,16,reviewed,us,us
2024-04-27T01:35:09.589Z,-37.5486,78.0414,10,4.8,mb,34,61,0.449,0.87,us,us6000mu6h,2024-05-18T02:49:03.040Z,Mid-Indian Ridge,earthquake,4.26,1.902,0.103,29,reviewed,us,us
2024-04-27T01:25:13.486Z,-19.3219,-175.0696,131.112,4.3,mb,14,79,1.843,1.09,us,us6000mw3q,2024-05-03T23:25:13.040Z,"91 km WNW of Fangale’ounga, Tonga",earthquake,10.93,10.269,0.201,7,reviewed,us,us
2024-04-27T01:06:26.880Z,24.1699,121.6816,21.52,4.3,mb,44,78,0.57,0.68,us,us6000mu5v,2024-05-18T02:45:43.040Z,"22 km NNE of Hualien City, Taiwan",earthquake,2.28,5.451,0.109,24,reviewed,us,us
2024-04-27T00:42:35.137Z,-37.6532,78.3328,10,4.6,mb,34,76,0.622,0.46,us,us6000mw3p,2024-05-14T00:06:37.040Z,Mid-Indian Ridge,earthquake,7.67,1.904,0.109,25,reviewed,us,us
2024-04-27T00:06:33.644Z,-37.2406,78.3033,10,4.5,mb,21,60,0.805,0.4,us,us6000mw3n,2024-05-06T05:10:14.040Z,Mid-Indian Ridge,earthquake,4.28,1.891,0.151,13,reviewed,us,us
2024-04-27T00:02:38.680Z,53.3036,-165.9486,35,3,ml,12,254,0.636,0.52,us,us6000muef,2024-04-28T20:44:44.040Z,"74 km SSE of Unalaska, Alaska",earthquake,3.18,2.018,0.128,8,reviewed,us,us
2024-04-27T00:02:30.878Z,53.6633,-163.4952,4.6,2.6,ml,,,,0.64,ak,ak0245f5fg33,2024-04-27T17:06:17.938Z,"132 km S of False Pass, Alaska",earthquake,,1,,,reviewed,ak,ak
2024-04-26T23:44:44.337Z,-37.1092,78.2006,10,4.4,mb,27,57,0.85,0.32,us,us6000mw35,2024-05-06T01:43:02.040Z,Mid-Indian Ridge,earthquake,6.76,1.824,0.123,19,reviewed,us,us
2024-04-26T23:23:13.292Z,-37.1716,78.028,10,5,mb,56,54,0.723,0.5,us,us6000mu5j,2024-05-04T04:06:08.040Z,Mid-Indian Ridge,earthquake,7.83,1.5,0.075,57,reviewed,us,us
2024-04-26T23:20:15.976Z,-7.8292,147.2011,50.166,4.3,mb,29,91,1.566,0.62,us,us6000mw32,2024-05-06T01:27:10.040Z,"76 km SE of Wau, Papua New Guinea",earthquake,7.4,7.65,0.119,20,reviewed,us,us
2024-04-26T22:55:00.637Z,-37.3768,78.5006,10,4.6,mb,45,52,0.85,0.62,us,us6000mw3b,2024-05-06T02:11:32.040Z,Mid-Indian Ridge,earthquake,8.29,1.298,0.092,35,reviewed,us,us
2024-04-26T22:30:39.337Z,40.0111,40.2297,10,4.1,mb,41,41,0.206,0.53,us,us6000mu56,2024-05-04T03:19:19.040Z,"18 km ENE of Otlukbeli, Turkey",earthquake,3.78,1.937,0.174,9,reviewed,us,us
2024-04-26T22:23:36.979Z,-37.0467,78.1694,10,5.8,mww,82,52,0.888,0.55,us,us6000mu57,2024-05-21T00:27:52.052Z,Mid-Indian Ridge,earthquake,3.65,1.834,0.069,20,reviewed,us,us
2024-04-26T22:20:31.266Z,-37.1847,78.3763,10,4.5,mb,33,46,13.525,0.68,us,us6000mw30,2024-05-06T00:31:36.040Z,Mid-Indian Ridge,earthquake,11.25,1.876,0.103,28,reviewed,us,us
2024-04-26T22:19:27.459Z,-37.3788,79.3962,10,4.5,mb,25,68,13.69,0.45,us,us6000mw3i,2024-05-06T20:38:14.040Z,Mid-Indian Ridge,earthquake,12.56,1.882,0.119,21,reviewed,us,us
2024-04-26T22:17:27.224Z,-37.1456,78.4907,10,4.6,mb,28,59,0.979,0.52,us,us6000mw31,2024-05-06T01:01:08.040Z,Mid-Indian Ridge,earthquake,5.51,1.831,0.132,17,reviewed,us,us
2024-04-26T22:11:38.075Z,-37.1111,78.4239,10,4.5,mb,47,60,13.608,0.54,us,us6000mw2z,2024-05-06T00:22:16.040Z,Mid-Indian Ridge,earthquake,5.44,1.814,0.09,36,reviewed,us,us
2024-04-26T22:07:10.244Z,-37.3892,78.4041,10,4.5,mb,45,45,0.778,0.78,us,us6000mw2w,2024-05-05T23:58:38.040Z,Mid-Indian Ridge,earthquake,5.57,1.821,0.092,35,reviewed,us,us
2024-04-26T22:02:32.120Z,-37.0966,78.1678,10,4.6,mb,47,49,13.541,0.56,us,us6000mw2x,2024-05-06T00:11:35.040Z,Mid-Indian Ridge,earthquake,9.45,1.359,0.09,37,reviewed,us,us
2024-04-26T22:02:13.035Z,-37.5592,78.4232,10,4.7,mb,57,33,0.718,0.35,us,us6000mw3h,2024-05-06T04:10:52.040Z,Mid-Indian Ridge,earthquake,6.72,1.872,0.076,52,reviewed,us,us
2024-04-26T21:53:02.863Z,-37.3733,78.4383,10,4.6,mb,35,55,13.373,0.6,us,us6000mw39,2024-05-06T01:53:05.040Z,Mid-Indian Ridge,earthquake,8.97,1.592,0.107,26,reviewed,us,us
2024-04-26T21:49:52.168Z,-37.184,78.3752,10,4.6,mb,27,52,0.886,0.46,us,us6000mw2q,2024-05-05T22:23:47.040Z,Mid-Indian Ridge,earthquake,8.2,1.855,0.129,18,reviewed,us,us
2024-04-26T21:44:45.018Z,-37.2268,78.3448,10,4.7,mb,47,45,0.839,0.52,us,us6000mw2v,2024-05-05T23:34:52.040Z,Mid-Indian Ridge,earthquake,6.79,1.651,0.09,37,reviewed,us,us
2024-04-26T21:41:20.945Z,-37.1502,78.2341,10,4.6,mb,47,55,0.834,0.48,us,us6000mw2s,2024-05-05T22:54:39.040Z,Mid-Indian Ridge,earthquake,5.83,1.855,0.093,34,reviewed,us,us
2024-04-26T21:36:16.382Z,40.597,141.8258,66.692,4.4,mb,27,88,0.61,0.35,us,us6000mw2m,2024-05-05T20:53:58.040Z,"29 km ENE of Hachinohe, Japan",earthquake,4.13,6.241,0.155,12,reviewed,us,us
2024-04-26T21:34:03.444Z,-37.2384,78.4215,10,4.4,mb,28,54,13.491,0.62,us,us6000mw3c,2024-05-06T02:21:38.040Z,Mid-Indian Ridge,earthquake,12.08,1.892,0.109,24,reviewed,us,us
2024-04-26T21:32:11.381Z,-37.1789,78.3927,10,4.5,mb,38,68,0.899,0.65,us,us6000mw2p,2024-05-05T22:09:45.040Z,Mid-Indian Ridge,earthquake,8.8,1.753,0.103,28,reviewed,us,us
2024-04-26T21:29:52.784Z,-38.1543,77.6391,10,4.5,mb,26,59,12.405,0.56,us,us6000mw3k,2024-05-06T04:41:08.040Z,Mid-Indian Ridge,earthquake,9.51,1.884,0.112,23,reviewed,us,us
2024-04-26T21:27:54.272Z,-37.0731,78.5359,10,4.6,mb,34,67,1.055,0.43,us,us6000mw2r,2024-05-05T22:36:05.040Z,Mid-Indian Ridge,earthquake,4.19,1.873,0.114,23,reviewed,us,us
2024-04-26T21:25:51.584Z,-37.1826,78.3156,10,4.5,mb,28,54,13.508,0.45,us,us6000mw3g,2024-05-06T03:10:00.040Z,Mid-Indian Ridge,earthquake,11.75,1.89,0.113,23,reviewed,us,us
2024-04-26T21:23:10.388Z,-37.0643,78.6936,10,4.6,mb,42,52,13.737,0.49,us,us6000mw2t,2024-05-05T23:17:55.040Z,Mid-Indian Ridge,earthquake,12.77,1.855,0.1,30,reviewed,us,us
2024-04-26T21:21:20.266Z,-17.9185,-178.3623,589.816,4.2,mb,23,80,2.598,0.39,us,us6000mw3j,2024-05-04T21:12:47.040Z,"246 km E of Levuka, Fiji",earthquake,10.48,10.582,0.124,18,reviewed,us,us
2024-04-26T21:19:45.094Z,-36.6655,78.3944,10,4.6,mb,16,61,14.008,0.51,us,us6000mw2n,2024-05-05T21:15:52.040Z,Mid-Indian Ridge,earthquake,7.59,1.913,0.151,13,reviewed,us,us
2024-04-26T21:18:02.352Z,-37.0411,78.4799,10,4.8,mb,40,55,1.046,0.46,us,us6000mw2j,2024-05-06T20:47:29.040Z,Mid-Indian Ridge,earthquake,9.14,1.849,0.111,25,reviewed,us,us
2024-04-26T21:15:40.104Z,-37.4753,78.5521,10,4.7,mb,44,36,0.844,0.67,us,us6000mw2l,2024-05-06T20:43:26.040Z,Mid-Indian Ridge,earthquake,8.37,1.856,0.095,34,reviewed,us,us
2024-04-26T21:11:16.640Z,-38.4589,77.6824,10,4.6,mb,32,52,12.14,0.45,us,us6000mw3f,2024-05-06T03:01:22.040Z,Mid-Indian Ridge,earthquake,8.22,1.863,0.109,25,reviewed,us,us
2024-04-26T21:09:46.298Z,-37.3682,78.2207,10,4.8,mb,27,55,13.308,0.75,us,us6000mw2i,2024-05-06T20:49:02.040Z,Mid-Indian Ridge,earthquake,6.49,1.889,0.121,21,reviewed,us,us
2024-04-26T21:07:28.601Z,-37.2473,77.6723,10,4.5,mb,29,44,13.252,0.46,us,us6000mw3e,2024-05-06T02:43:12.040Z,Mid-Indian Ridge,earthquake,9.69,1.827,0.108,25,reviewed,us,us
2024-04-26T21:06:10.885Z,-37.3663,78.4431,10,4.8,mb,33,88,47.218,0.26,us,us6000mw2g,2024-05-05T03:55:25.040Z,Mid-Indian Ridge,earthquake,13.47,1.833,0.118,22,reviewed,us,us
2024-04-26T21:03:51.772Z,-37.1266,78.3918,10,4.9,mb,41,61,0.936,0.38,us,us6000mw2k,2024-05-05T05:17:05.040Z,Mid-Indian Ridge,earthquake,8.98,0.852,0.102,30,reviewed,us,us
2024-04-26T21:00:00.977Z,-37.062,78.2938,10,4.6,mb,32,66,0.933,0.41,us,us6000mw2h,2024-05-05T04:09:25.040Z,Mid-Indian Ridge,earthquake,5.49,1.822,0.11,25,reviewed,us,us
2024-04-26T20:54:35.049Z,-37.5334,78.3255,15.222,4.6,mb,38,76,0.655,0.92,us,us6000mw36,2024-05-22T22:07:33.040Z,Mid-Indian Ridge,earthquake,8.17,4.433,0.098,31,reviewed,us,us
2024-04-26T20:29:36.996Z,32.5845,-109.0755,13.035,2.9,ml,24,72,0.033,0.74,us,us6000mu4s,2024-05-22T22:01:13.040Z,"10 km S of Franklin, Arizona",earthquake,2.77,3.715,0.056,42,reviewed,us,us
2024-04-26T20:23:51.170Z,-14.0539,-178.7421,5.56,4.2,mb,11,117,0.653,1.12,us,us6000mw3a,2024-05-22T21:59:48.040Z,"68 km WNW of Leava, Wallis and Futuna",earthquake,5.73,3.181,0.236,6,reviewed,us,us
2024-04-26T20:23:45.677Z,-37.0532,78.177,10,5,mww,44,82,13.584,0.82,us,us6000mw2f,2024-05-22T21:51:28.040Z,Mid-Indian Ridge,earthquake,12.93,1.878,0.11,8,reviewed,us,us
2024-04-26T20:11:00.759Z,-6.2505,146.7981,93.846,4.2,mb,26,146,3.154,0.9,us,us6000mw34,2024-05-22T21:42:31.040Z,"56 km NNW of Lae, Papua New Guinea",earthquake,13.84,8.483,0.105,27,reviewed,us,us
2024-04-26T20:09:18.711Z,-37.0509,78.3666,10,4.5,mb,19,138,51.481,0.45,us,us6000mw2e,2024-05-22T21:20:36.040Z,Mid-Indian Ridge,earthquake,15.28,1.827,0.15,13,reviewed,us,us
2024-04-26T20:08:15.447Z,24.0607,122.0059,24.687,4.5,mwr,83,75,0.835,0.62,us,us6000mu4m,2024-05-22T21:18:16.040Z,"41 km ENE of Hualien City, Taiwan",earthquake,1.03,4.752,0.062,25,reviewed,us,us
2024-04-26T19:51:27.865Z,3.8161,94.2364,16.54,4.1,mb,21,202,3.045,0.23,us,us6000mu4r,2024-05-22T20:54:45.040Z,"213 km W of Meulaboh, Indonesia",earthquake,12.18,3.012,0.135,16,reviewed,us,us
2024-04-26T19:17:35.030Z,32.463,-93.3892,5,2.7,mb_lg,34,79,0.728,0.71,us,us6000mu4d,2024-05-22T20:34:21.040Z,"8 km SSE of Doyline, Louisiana",earthquake,2.5,1.991,0.083,38,reviewed,us,us
2024-04-26T19:13:27.955Z,24.1588,121.6576,37.109,4.4,mwr,110,33,0.57,0.56,us,us6000mu4c,2024-05-22T20:28:59.040Z,"20 km NNE of Hualien City, Taiwan",earthquake,3.27,5.619,0.06,27,reviewed,us,us
2024-04-26T18:49:29.393Z,24.2125,121.6955,39.312,5.2,mww,239,21,0.54,0.7,us,us6000mu45,2024-04-27T18:56:00.930Z,"27 km NNE of Hualien City, Taiwan",earthquake,3.41,3.419,0.063,24,reviewed,us,us
2024-04-26T18:45:04.404Z,24.1703,121.644,37.936,4.3,mb,88,48,0.554,0.59,us,us6000mu4e,2024-05-22T19:19:19.040Z,"21 km N of Hualien City, Taiwan",earthquake,3.29,7.126,0.07,65,reviewed,us,us
2024-04-26T18:33:47.469Z,-28.5662,-177.56,8.892,4.5,mb,17,190,0.75,0.82,us,us6000mw2u,2024-05-22T19:15:44.040Z,Kermadec Islands region,earthquake,9.49,4.848,0.163,12,reviewed,us,us
2024-04-26T18:21:23.639Z,24.1531,121.6724,37.767,5.7,mww,259,22,0.581,0.54,us,us6000mu3y,2024-05-22T18:29:34.102Z,"20 km NNE of Hualien City, Taiwan",earthquake,3.55,3.34,0.05,38,reviewed,us,us
2024-04-26T17:58:57.707Z,-21.6341,-179.1797,604.237,4.2,mb,50,96,3.734,0.91,us,us6000mw2c,2024-05-22T18:10:58.040Z,Fiji region,earthquake,14.68,8.424,0.083,43,reviewed,us,us
2024-04-26T17:54:54.423Z,-15.1317,-177.5809,8.792,4.5,mb,23,126,0.972,0.86,us,us6000mw2d,2024-05-22T17:21:17.040Z,"107 km SSE of Alo, Wallis and Futuna",earthquake,5.52,4.584,0.14,17,reviewed,us,us
2024-04-26T17:27:18.610Z,-22.926,-66.6121,197.959,4.5,mb,27,85,2.681,0.78,us,us6000mu3p,2024-05-22T17:17:11.040Z,"96 km WSW of Abra Pampa, Argentina",earthquake,8.72,1.353,0.15,13,reviewed,us,us
2024-04-26T17:22:44.318Z,-9.7347,15.5113,10,4.2,mb,25,128,9.623,0.45,us,us6000mw2b,2024-05-22T16:16:08.040Z,"81 km SE of N’dalatando, Angola",earthquake,13.06,1.874,0.137,15,reviewed,us,us
2024-04-26T17:16:41.104Z,-15.1864,-177.5787,9.926,4.7,mb,27,122,1.019,1.02,us,us6000mw2a,2024-05-22T15:52:39.040Z,"112 km SSE of Alo, Wallis and Futuna",earthquake,7.79,3.901,0.118,22,reviewed,us,us
2024-04-26T17:13:52.733Z,-21.6952,169.2773,10,4.5,mb,21,127,1.927,0.63,us,us6000mw29,2024-05-21T22:07:36.040Z,"145 km E of Tadine, New Caledonia",earthquake,7.33,1.896,0.163,15,reviewed,us,us
2024-04-26T16:53:22.533Z,-15.0318,-177.2177,10,4.5,mb,18,63,1.133,0.79,us,us6000mw28,2024-05-06T15:23:35.040Z,"124 km SE of Alo, Wallis and Futuna",earthquake,4.77,1.866,0.164,12,reviewed,us,us
2024-04-26T16:51:32.195Z,-15.0435,-177.3867,10,4.6,mb,15,136,1.02,0.66,us,us6000mw27,2024-05-06T15:29:13.040Z,"112 km SE of Alo, Wallis and Futuna",earthquake,5.71,1.892,0.182,11,reviewed,us,us
